sample id,datatype,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,sum_opinion_A,50,51,52,52,49,49,46,45,46,47,45,48,47,47,48,45,46,47,49,50,47,46,48,49,48,48,51,50,49,50,50
6,binned_opinions_wp,[0 4 5 7 4 0 0 0 0 0 0 0 0 0],[1 2 5 8 4 0 0 0 0 0 0 0 0 0],[1 2 5 8 4 0 0 0 0 0 0 0 0 0],[1 3 6 6 4 0 0 0 0 0 0 0 0 0],[1 3 6 6 4 0 0 0 0 0 0 0 0 0],[2 2 7 6 3 0 0 0 0 0 0 0 0 0],[2 3 5 8 2 0 0 0 0 0 0 0 0 0],[3 2 4 8 3 0 0 0 0 0 0 0 0 0],[3 3 2 8 4 0 0 0 0 0 0 0 0 0],[4 3 2 6 5 0 0 0 0 0 0 0 0 0],[4 1 4 5 6 0 0 0 0 0 0 0 0 0],[4 1 4 6 5 0 0 0 0 0 0 0 0 0],[4 1 4 6 5 0 0 0 0 0 0 0 0 0],[4 1 4 6 4 1 0 0 0 0 0 0 0 0],[4 1 7 3 4 1 0 0 0 0 0 0 0 0],[4 2 5 4 3 2 0 0 0 0 0 0 0 0],[3 3 5 4 3 2 0 0 0 0 0 0 0 0],[2 4 4 5 3 2 0 0 0 0 0 0 0 0],[1 5 4 5 3 2 0 0 0 0 0 0 0 0],[2 5 4 4 3 2 0 0 0 0 0 0 0 0],[3 5 3 4 2 3 0 0 0 0 0 0 0 0],[4 4 1 6 2 2 1 0 0 0 0 0 0 0],[4 4 2 3 4 2 1 0 0 0 0 0 0 0],[4 5 2 2 3 3 1 0 0 0 0 0 0 0],[5 4 2 2 3 2 2 0 0 0 0 0 0 0],[4 5 1 2 4 2 2 0 0 0 0 0 0 0],[4 4 2 3 3 3 1 0 0 0 0 0 0 0],[3 6 3 1 2 4 1 0 0 0 0 0 0 0],[3 6 3 1 1 5 1 0 0 0 0 0 0 0],[3 5 3 3 1 4 1 0 0 0 0 0 0 0]
6,binned_edge_sizes_wp,[ 0  0  0  0  0 20  0  0  0  0  0  0  0  0],[ 0  0  0  0  1 18  1  0  0  0  0  0  0  0],[ 0  0  0  0  2 16  2  0  0  0  0  0  0  0],[ 0  0  0  0  4 12  4  0  0  0  0  0  0  0],[ 0  0  0  1  3 13  1  2  0  0  0  0  0  0],[ 0  0  0  1  3 13  1  2  0  0  0  0  0  0],[ 0  0  0  1  3 12  3  1  0  0  0  0  0  0],[0 0 0 1 4 9 6 0 0 0 0 0 0 0],[ 0  0  0  0  5 10  5  0  0  0  0  0  0  0],[0 0 0 1 6 8 3 1 1 0 0 0 0 0],[0 0 0 2 5 8 2 2 1 0 0 0 0 0],[0 0 0 2 5 8 2 2 1 0 0 0 0 0],[0 0 0 2 5 8 2 2 1 0 0 0 0 0],[0 0 0 2 5 8 2 2 1 0 0 0 0 0],[0 0 0 2 6 7 2 1 2 0 0 0 0 0],[0 0 0 2 6 6 3 2 1 0 0 0 0 0],[0 0 0 2 6 6 4 1 0 1 0 0 0 0],[0 0 0 2 6 6 4 1 0 1 0 0 0 0],[0 0 0 1 8 5 4 1 0 1 0 0 0 0],[0 0 0 1 8 5 4 1 0 1 0 0 0 0],[0 0 0 2 7 5 3 2 0 1 0 0 0 0],[0 0 0 2 6 6 4 1 0 1 0 0 0 0],[0 0 0 2 6 6 4 1 0 1 0 0 0 0],[0 0 0 2 6 6 4 1 0 1 0 0 0 0],[0 0 0 2 6 6 4 1 0 1 0 0 0 0],[0 0 0 2 6 6 4 1 0 1 0 0 0 0],[0 0 0 2 6 5 5 1 1 0 0 0 0 0],[0 0 0 2 6 5 5 1 1 0 0 0 0 0],[0 0 0 2 7 4 5 0 2 0 0 0 0 0],[0 0 0 2 7 4 5 0 2 0 0 0 0 0]
7,sum_opinion_A,50,51,52,52,49,49,46,45,46,47,45,48,47,47,48,45,46,47,49,50,47,46,48,49,48,48,51,50,49,50,50
7,binned_opinions_home,[0 3 6 9 2],[0 3 6 8 3],[0 4 5 8 3],[1 3 7 6 3],[1 3 7 6 3],[1 4 8 4 3],[1 5 7 4 3],[2 3 9 2 4],[2 5 5 3 5],[2 5 7 1 5],[2 5 4 4 5],[3 4 4 4 5],[3 4 4 4 5],[3 3 5 4 5],[3 6 2 4 5],[3 6 2 3 6],[3 5 3 3 6],[3 5 1 5 6],[3 5 1 4 7],[3 5 2 5 5],[4 4 4 2 6],[3 5 3 3 6],[3 4 4 3 6],[3 3 5 4 5],[3 3 6 2 6],[2 4 4 5 5],[3 3 4 5 5],[4 2 5 3 6],[3 4 4 2 7],[2 7 1 3 7]
7,binned_opinions_wp,[0 4 5 7 4 0 0 0 0 0 0 0 0 0],[1 2 5 8 4 0 0 0 0 0 0 0 0 0],[1 2 5 8 4 0 0 0 0 0 0 0 0 0],[1 3 6 6 4 0 0 0 0 0 0 0 0 0],[1 3 6 6 4 0 0 0 0 0 0 0 0 0],[2 2 7 6 3 0 0 0 0 0 0 0 0 0],[2 3 5 8 2 0 0 0 0 0 0 0 0 0],[3 2 4 8 3 0 0 0 0 0 0 0 0 0],[3 3 2 8 4 0 0 0 0 0 0 0 0 0],[4 3 2 6 5 0 0 0 0 0 0 0 0 0],[4 1 4 5 6 0 0 0 0 0 0 0 0 0],[4 1 4 6 5 0 0 0 0 0 0 0 0 0],[4 1 4 6 5 0 0 0 0 0 0 0 0 0],[4 1 4 6 4 1 0 0 0 0 0 0 0 0],[4 1 7 3 4 1 0 0 0 0 0 0 0 0],[4 2 5 4 3 2 0 0 0 0 0 0 0 0],[3 3 5 4 3 2 0 0 0 0 0 0 0 0],[2 4 4 5 3 2 0 0 0 0 0 0 0 0],[1 5 4 5 3 2 0 0 0 0 0 0 0 0],[2 5 4 4 3 2 0 0 0 0 0 0 0 0],[3 5 3 4 2 3 0 0 0 0 0 0 0 0],[4 4 1 6 2 2 1 0 0 0 0 0 0 0],[4 4 2 3 4 2 1 0 0 0 0 0 0 0],[4 5 2 2 3 3 1 0 0 0 0 0 0 0],[5 4 2 2 3 2 2 0 0 0 0 0 0 0],[4 5 1 2 4 2 2 0 0 0 0 0 0 0],[4 4 2 3 3 3 1 0 0 0 0 0 0 0],[3 6 3 1 2 4 1 0 0 0 0 0 0 0],[3 6 3 1 1 5 1 0 0 0 0 0 0 0],[3 5 3 3 1 4 1 0 0 0 0 0 0 0]
7,binned_edge_sizes_wp,[ 0  0  0  0  0 20  0  0  0  0  0  0  0  0],[ 0  0  0  0  1 18  1  0  0  0  0  0  0  0],[ 0  0  0  0  2 16  2  0  0  0  0  0  0  0],[ 0  0  0  0  4 12  4  0  0  0  0  0  0  0],[ 0  0  0  1  3 13  1  2  0  0  0  0  0  0],[ 0  0  0  1  3 13  1  2  0  0  0  0  0  0],[ 0  0  0  1  3 12  3  1  0  0  0  0  0  0],[0 0 0 1 4 9 6 0 0 0 0 0 0 0],[ 0  0  0  0  5 10  5  0  0  0  0  0  0  0],[0 0 0 1 6 8 3 1 1 0 0 0 0 0],[0 0 0 2 5 8 2 2 1 0 0 0 0 0],[0 0 0 2 5 8 2 2 1 0 0 0 0 0],[0 0 0 2 5 8 2 2 1 0 0 0 0 0],[0 0 0 2 5 8 2 2 1 0 0 0 0 0],[0 0 0 2 6 7 2 1 2 0 0 0 0 0],[0 0 0 2 6 6 3 2 1 0 0 0 0 0],[0 0 0 2 6 6 4 1 0 1 0 0 0 0],[0 0 0 2 6 6 4 1 0 1 0 0 0 0],[0 0 0 1 8 5 4 1 0 1 0 0 0 0],[0 0 0 1 8 5 4 1 0 1 0 0 0 0],[0 0 0 2 7 5 3 2 0 1 0 0 0 0],[0 0 0 2 6 6 4 1 0 1 0 0 0 0],[0 0 0 2 6 6 4 1 0 1 0 0 0 0],[0 0 0 2 6 6 4 1 0 1 0 0 0 0],[0 0 0 2 6 6 4 1 0 1 0 0 0 0],[0 0 0 2 6 6 4 1 0 1 0 0 0 0],[0 0 0 2 6 5 5 1 1 0 0 0 0 0],[0 0 0 2 6 5 5 1 1 0 0 0 0 0],[0 0 0 2 7 4 5 0 2 0 0 0 0 0],[0 0 0 2 7 4 5 0 2 0 0 0 0 0]
8,sum_opinion_A,50,51,52,52,49,49,46,45,46,47,45,48,47,47,48,45,46,47,49,50,47,46,48,49,48,48,51,50,49,50,50
8,binned_opinions_home,[0 3 6 9 2],[0 3 6 8 3],[0 4 5 8 3],[1 3 7 6 3],[1 3 7 6 3],[1 4 8 4 3],[1 5 7 4 3],[2 3 9 2 4],[2 5 5 3 5],[2 5 7 1 5],[2 5 4 4 5],[3 4 4 4 5],[3 4 4 4 5],[3 3 5 4 5],[3 6 2 4 5],[3 6 2 3 6],[3 5 3 3 6],[3 5 1 5 6],[3 5 1 4 7],[3 5 2 5 5],[4 4 4 2 6],[3 5 3 3 6],[3 4 4 3 6],[3 3 5 4 5],[3 3 6 2 6],[2 4 4 5 5],[3 3 4 5 5],[4 2 5 3 6],[3 4 4 2 7],[2 7 1 3 7]
8,binned_opinions_wp,[0 4 5 7 4 0 0 0 0 0 0 0 0 0],[1 2 5 8 4 0 0 0 0 0 0 0 0 0],[1 2 5 8 4 0 0 0 0 0 0 0 0 0],[1 3 6 6 4 0 0 0 0 0 0 0 0 0],[1 3 6 6 4 0 0 0 0 0 0 0 0 0],[2 2 7 6 3 0 0 0 0 0 0 0 0 0],[2 3 5 8 2 0 0 0 0 0 0 0 0 0],[3 2 4 8 3 0 0 0 0 0 0 0 0 0],[3 3 2 8 4 0 0 0 0 0 0 0 0 0],[4 3 2 6 5 0 0 0 0 0 0 0 0 0],[4 1 4 5 6 0 0 0 0 0 0 0 0 0],[4 1 4 6 5 0 0 0 0 0 0 0 0 0],[4 1 4 6 5 0 0 0 0 0 0 0 0 0],[4 1 4 6 4 1 0 0 0 0 0 0 0 0],[4 1 7 3 4 1 0 0 0 0 0 0 0 0],[4 2 5 4 3 2 0 0 0 0 0 0 0 0],[3 3 5 4 3 2 0 0 0 0 0 0 0 0],[2 4 4 5 3 2 0 0 0 0 0 0 0 0],[1 5 4 5 3 2 0 0 0 0 0 0 0 0],[2 5 4 4 3 2 0 0 0 0 0 0 0 0],[3 5 3 4 2 3 0 0 0 0 0 0 0 0],[4 4 1 6 2 2 1 0 0 0 0 0 0 0],[4 4 2 3 4 2 1 0 0 0 0 0 0 0],[4 5 2 2 3 3 1 0 0 0 0 0 0 0],[5 4 2 2 3 2 2 0 0 0 0 0 0 0],[4 5 1 2 4 2 2 0 0 0 0 0 0 0],[4 4 2 3 3 3 1 0 0 0 0 0 0 0],[3 6 3 1 2 4 1 0 0 0 0 0 0 0],[3 6 3 1 1 5 1 0 0 0 0 0 0 0],[3 5 3 3 1 4 1 0 0 0 0 0 0 0]
8,binned_edge_sizes_wp,[ 0  0  0  0  0 20  0  0  0  0  0  0  0  0],[ 0  0  0  0  1 18  1  0  0  0  0  0  0  0],[ 0  0  0  0  2 16  2  0  0  0  0  0  0  0],[ 0  0  0  0  4 12  4  0  0  0  0  0  0  0],[ 0  0  0  1  3 13  1  2  0  0  0  0  0  0],[ 0  0  0  1  3 13  1  2  0  0  0  0  0  0],[ 0  0  0  1  3 12  3  1  0  0  0  0  0  0],[0 0 0 1 4 9 6 0 0 0 0 0 0 0],[ 0  0  0  0  5 10  5  0  0  0  0  0  0  0],[0 0 0 1 6 8 3 1 1 0 0 0 0 0],[0 0 0 2 5 8 2 2 1 0 0 0 0 0],[0 0 0 2 5 8 2 2 1 0 0 0 0 0],[0 0 0 2 5 8 2 2 1 0 0 0 0 0],[0 0 0 2 5 8 2 2 1 0 0 0 0 0],[0 0 0 2 6 7 2 1 2 0 0 0 0 0],[0 0 0 2 6 6 3 2 1 0 0 0 0 0],[0 0 0 2 6 6 4 1 0 1 0 0 0 0],[0 0 0 2 6 6 4 1 0 1 0 0 0 0],[0 0 0 1 8 5 4 1 0 1 0 0 0 0],[0 0 0 1 8 5 4 1 0 1 0 0 0 0],[0 0 0 2 7 5 3 2 0 1 0 0 0 0],[0 0 0 2 6 6 4 1 0 1 0 0 0 0],[0 0 0 2 6 6 4 1 0 1 0 0 0 0],[0 0 0 2 6 6 4 1 0 1 0 0 0 0],[0 0 0 2 6 6 4 1 0 1 0 0 0 0],[0 0 0 2 6 6 4 1 0 1 0 0 0 0],[0 0 0 2 6 5 5 1 1 0 0 0 0 0],[0 0 0 2 6 5 5 1 1 0 0 0 0 0],[0 0 0 2 7 4 5 0 2 0 0 0 0 0],[0 0 0 2 7 4 5 0 2 0 0 0 0 0]
9,sum_opinion_A,50,51,52,52,49,49,46,45,46,47,45,48,47,47,48,45,46,47,49,50,47,46,48,49,48,48,51,50,49,50,50
9,binned_opinions_home,[0 3 6 9 2],[0 3 6 8 3],[0 4 5 8 3],[1 3 7 6 3],[1 3 7 6 3],[1 4 8 4 3],[1 5 7 4 3],[2 3 9 2 4],[2 5 5 3 5],[2 5 7 1 5],[2 5 4 4 5],[3 4 4 4 5],[3 4 4 4 5],[3 3 5 4 5],[3 6 2 4 5],[3 6 2 3 6],[3 5 3 3 6],[3 5 1 5 6],[3 5 1 4 7],[3 5 2 5 5],[4 4 4 2 6],[3 5 3 3 6],[3 4 4 3 6],[3 3 5 4 5],[3 3 6 2 6],[2 4 4 5 5],[3 3 4 5 5],[4 2 5 3 6],[3 4 4 2 7],[2 7 1 3 7]
9,binned_opinions_wp,[0 4 5 7 4 0 0 0 0 0 0 0 0 0],[1 2 5 8 4 0 0 0 0 0 0 0 0 0],[1 2 5 8 4 0 0 0 0 0 0 0 0 0],[1 3 6 6 4 0 0 0 0 0 0 0 0 0],[1 3 6 6 4 0 0 0 0 0 0 0 0 0],[2 2 7 6 3 0 0 0 0 0 0 0 0 0],[2 3 5 8 2 0 0 0 0 0 0 0 0 0],[3 2 4 8 3 0 0 0 0 0 0 0 0 0],[3 3 2 8 4 0 0 0 0 0 0 0 0 0],[4 3 2 6 5 0 0 0 0 0 0 0 0 0],[4 1 4 5 6 0 0 0 0 0 0 0 0 0],[4 1 4 6 5 0 0 0 0 0 0 0 0 0],[4 1 4 6 5 0 0 0 0 0 0 0 0 0],[4 1 4 6 4 1 0 0 0 0 0 0 0 0],[4 1 7 3 4 1 0 0 0 0 0 0 0 0],[4 2 5 4 3 2 0 0 0 0 0 0 0 0],[3 3 5 4 3 2 0 0 0 0 0 0 0 0],[2 4 4 5 3 2 0 0 0 0 0 0 0 0],[1 5 4 5 3 2 0 0 0 0 0 0 0 0],[2 5 4 4 3 2 0 0 0 0 0 0 0 0],[3 5 3 4 2 3 0 0 0 0 0 0 0 0],[4 4 1 6 2 2 1 0 0 0 0 0 0 0],[4 4 2 3 4 2 1 0 0 0 0 0 0 0],[4 5 2 2 3 3 1 0 0 0 0 0 0 0],[5 4 2 2 3 2 2 0 0 0 0 0 0 0],[4 5 1 2 4 2 2 0 0 0 0 0 0 0],[4 4 2 3 3 3 1 0 0 0 0 0 0 0],[3 6 3 1 2 4 1 0 0 0 0 0 0 0],[3 6 3 1 1 5 1 0 0 0 0 0 0 0],[3 5 3 3 1 4 1 0 0 0 0 0 0 0]
9,binned_edge_sizes_wp,[ 0  0  0  0  0 20  0  0  0  0  0  0  0  0],[ 0  0  0  0  1 18  1  0  0  0  0  0  0  0],[ 0  0  0  0  2 16  2  0  0  0  0  0  0  0],[ 0  0  0  0  4 12  4  0  0  0  0  0  0  0],[ 0  0  0  1  3 13  1  2  0  0  0  0  0  0],[ 0  0  0  1  3 13  1  2  0  0  0  0  0  0],[ 0  0  0  1  3 12  3  1  0  0  0  0  0  0],[0 0 0 1 4 9 6 0 0 0 0 0 0 0],[ 0  0  0  0  5 10  5  0  0  0  0  0  0  0],[0 0 0 1 6 8 3 1 1 0 0 0 0 0],[0 0 0 2 5 8 2 2 1 0 0 0 0 0],[0 0 0 2 5 8 2 2 1 0 0 0 0 0],[0 0 0 2 5 8 2 2 1 0 0 0 0 0],[0 0 0 2 5 8 2 2 1 0 0 0 0 0],[0 0 0 2 6 7 2 1 2 0 0 0 0 0],[0 0 0 2 6 6 3 2 1 0 0 0 0 0],[0 0 0 2 6 6 4 1 0 1 0 0 0 0],[0 0 0 2 6 6 4 1 0 1 0 0 0 0],[0 0 0 1 8 5 4 1 0 1 0 0 0 0],[0 0 0 1 8 5 4 1 0 1 0 0 0 0],[0 0 0 2 7 5 3 2 0 1 0 0 0 0],[0 0 0 2 6 6 4 1 0 1 0 0 0 0],[0 0 0 2 6 6 4 1 0 1 0 0 0 0],[0 0 0 2 6 6 4 1 0 1 0 0 0 0],[0 0 0 2 6 6 4 1 0 1 0 0 0 0],[0 0 0 2 6 6 4 1 0 1 0 0 0 0],[0 0 0 2 6 5 5 1 1 0 0 0 0 0],[0 0 0 2 6 5 5 1 1 0 0 0 0 0],[0 0 0 2 7 4 5 0 2 0 0 0 0 0],[0 0 0 2 7 4 5 0 2 0 0 0 0 0]
